Id,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,SalePrice,OverallQual,ExterQual,BsmtQual,KitchenQual,MSZoning_RM,Neighborhood_NoRidge,Neighborhood_NridgHt,Exterior1st_VinylSd,Exterior2nd_VinylSd,MasVnrType_BrkFace,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,GarageType_Detchd,SaleType_New,SaleCondition_Partial
1539,1890,2002,0.0,346.0,1157,2268,3,7,0,2003.0,2.0,624.0,163000.0,7.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1540,1910,1950,0.0,840.0,1128,2256,2,12,0,1979.0,0.0,0.0,163000.0,4.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1541,1922,1994,0.0,738.0,868,1470,1,6,0,1970.0,2.0,624.0,163000.0,5.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1542,1950,1997,0.0,988.0,1030,1612,1,7,0,1950.0,1.0,363.0,163000.0,4.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1543,1922,2005,0.0,1108.0,1160,2068,1,8,1,1928.0,1.0,315.0,163000.0,6.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1544,1925,1950,0.0,765.0,765,765,1,4,0,1926.0,1.0,200.0,163000.0,3.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1545,1939,1950,0.0,608.0,608,1132,1,5,0,1939.0,1.0,240.0,163000.0,5.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1546,1940,1950,0.0,572.0,848,1196,1,6,2,1973.0,2.0,576.0,163000.0,5.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1547,1942,1950,300.0,835.0,955,1453,1,7,2,1942.0,1.0,240.0,163000.0,4.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1548,1948,1950,0.0,780.0,780,1416,1,6,0,1948.0,1.0,312.0,163000.0,5.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1549,1936,1980,0.0,528.0,548,1040,1,5,0,1979.0,2.0,624.0,163000.0,4.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1550,1930,1950,0.0,928.0,928,1536,2,7,1,1930.0,2.0,480.0,163000.0,4.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1551,1923,1950,0.0,1124.0,1068,1068,1,5,1,1923.0,1.0,288.0,163000.0,5.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1552,1915,1950,0.0,888.0,888,1962,1,9,1,1915.0,2.0,572.0,163000.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1553,1912,2009,0.0,780.0,780,1560,1,7,0,1979.0,0.0,0.0,163000.0,5.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1554,1920,1993,0.0,662.0,662,1324,1,6,0,1920.0,1.0,180.0,163000.0,5.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1555,1959,1959,90.0,1422.0,1675,1675,2,8,2,1959.0,1.0,365.0,163000.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1556,1917,1950,0.0,689.0,725,1224,1,6,0,1917.0,1.0,180.0,163000.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1557,1915,1950,0.0,1212.0,1212,1392,1,6,0,1979.0,0.0,0.0,163000.0,4.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1558,1940,1950,0.0,600.0,600,919,1,5,0,1940.0,1.0,231.0,163000.0,5.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1559,1907,1950,0.0,707.0,942,1884,1,7,0,1979.0,0.0,0.0,163000.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1560,1910,1950,0.0,856.0,936,1680,2,7,1,1910.0,2.0,450.0,163000.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1561,1967,1967,72.0,1832.0,1832,1832,2,8,0,1979.0,0.0,0.0,163000.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1562,1966,2008,47.0,864.0,892,892,1,5,0,1966.0,1.0,416.0,163000.0,4.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1563,1968,1968,0.0,864.0,864,864,1,4,0,1969.0,1.0,280.0,163000.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1564,1978,1978,0.0,1319.0,1373,1373,1,5,2,1978.0,2.0,591.0,163000.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1565,1968,1968,0.0,720.0,720,1440,1,7,2,1968.0,2.0,480.0,163000.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1566,1977,2001,0.0,1420.0,1483,1483,1,4,2,1977.0,2.0,690.0,163000.0,6.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1567,1927,1950,0.0,660.0,756,756,1,4,0,1945.0,2.0,440.0,163000.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1568,1978,1992,288.0,1117.0,1117,1981,2,8,1,1978.0,2.0,522.0,163000.0,5.0,2.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1569,1938,1990,0.0,972.0,1052,1610,2,8,1,1938.0,1.0,480.0,163000.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1570,1950,1987,0.0,663.0,1074,1074,1,6,1,1987.0,1.0,467.0,163000.0,5.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1571,1947,1979,0.0,756.0,1169,1531,1,8,1,1947.0,1.0,209.0,163000.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1572,1954,1998,0.0,1172.0,1172,1172,1,5,0,1954.0,1.0,366.0,163000.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1573,2009,2010,96.0,1508.0,1508,1508,1,5,2,2009.0,2.0,572.0,163000.0,6.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1574,1964,1964,0.0,1250.0,1298,1298,2,5,0,1964.0,2.0,504.0,163000.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1575,1987,1987,177.0,1433.0,1433,1433,1,4,2,1987.0,2.0,528.0,163000.0,6.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1576,1993,1993,85.0,946.0,964,1802,2,8,1,2000.0,4.0,1017.0,163000.0,5.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1577,2010,2010,80.0,1222.0,1222,1222,2,6,0,2009.0,2.0,615.0,163000.0,6.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1578,1900,1993,0.0,676.0,831,1445,2,6,0,1957.0,2.0,484.0,163000.0,5.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1579,1996,1996,0.0,870.0,965,965,1,4,0,1998.0,2.0,580.0,163000.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1580,1997,1998,0.0,878.0,892,1692,2,8,1,1997.0,2.0,513.0,163000.0,6.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1581,1977,2004,0.0,1026.0,1026,1026,1,5,0,1977.0,1.0,308.0,163000.0,4.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1582,1972,1972,0.0,876.0,876,876,1,5,0,1977.0,2.0,484.0,163000.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1583,2003,2003,320.0,1978.0,1978,1978,2,8,1,2003.0,3.0,850.0,163000.0,7.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1584,1997,1997,0.0,1040.0,1044,2098,2,9,1,1997.0,2.0,621.0,163000.0,6.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1585,2003,2003,170.0,848.0,848,848,1,4,0,2003.0,2.0,420.0,163000.0,5.0,3.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1586,1945,2007,0.0,0.0,640,640,1,5,0,1945.0,1.0,240.0,163000.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1587,1954,1954,0.0,381.0,992,992,1,6,0,1954.0,1.0,319.0,163000.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1588,1968,1968,0.0,1196.0,1196,1196,1,6,0,1968.0,1.0,336.0,163000.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1589,1948,1950,0.0,744.0,792,1120,1,5,0,1956.0,2.0,480.0,163000.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1590,1975,1975,0.0,1008.0,1096,1096,1,5,1,1975.0,1.0,352.0,163000.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1591,1958,1958,0.0,960.0,960,960,1,5,0,1979.0,0.0,0.0,163000.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1592,1924,1999,203.0,1107.0,1296,1296,2,5,1,1979.0,1.0,260.0,163000.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1593,1939,1950,0.0,856.0,856,856,1,4,1,1939.0,2.0,399.0,163000.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1594,1967,1967,0.0,0.0,862,2650,3,10,0,1979.0,0.0,0.0,163000.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1595,1931,1950,0.0,894.0,894,1666,1,7,1,1979.0,0.0,0.0,163000.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1596,1941,1985,371.0,1528.0,1225,2133,1,8,2,1941.0,1.0,312.0,163000.0,6.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1597,1950,1991,430.0,1032.0,1102,2177,2,11,0,1950.0,2.0,484.0,163000.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1598,1994,2007,44.0,423.0,896,1652,2,6,0,1994.0,2.0,473.0,163000.0,6.0,2.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1599,1989,1989,0.0,982.0,1034,1034,1,4,1,1989.0,2.0,598.0,163000.0,7.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1600,1989,1989,0.0,1191.0,1191,1191,2,5,1,1989.0,2.0,531.0,163000.0,7.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1601,1941,1950,0.0,480.0,540,540,1,4,0,1951.0,1.0,200.0,163000.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1602,1921,1975,0.0,629.0,727,1107,1,5,0,1950.0,1.0,625.0,163000.0,5.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1603,1896,1950,0.0,756.0,952,952,1,5,0,1896.0,1.0,330.0,163000.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1604,2004,2005,186.0,1594.0,1646,1646,2,5,1,2004.0,2.0,525.0,163000.0,7.0,3.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1605,1998,1999,0.0,1049.0,1036,1916,2,8,1,1998.0,3.0,741.0,163000.0,7.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1606,1977,1977,0.0,1243.0,1285,1285,2,6,1,1977.0,2.0,473.0,163000.0,5.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1607,1976,1976,0.0,1958.0,2048,2048,3,9,0,1976.0,2.0,776.0,163000.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1608,2008,2008,60.0,1336.0,1346,1346,2,6,1,2008.0,3.0,660.0,163000.0,6.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1609,2009,2010,0.0,1214.0,1214,1214,2,6,0,2010.0,2.0,520.0,163000.0,6.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
1610,2006,2007,0.0,384.0,744,1444,2,7,0,2007.0,2.0,400.0,163000.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1611,1965,1977,0.0,1068.0,1264,1264,1,7,1,1965.0,2.0,528.0,163000.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1612,2004,2005,0.0,1430.0,1430,1430,2,7,0,2004.0,2.0,624.0,163000.0,4.0,2.0,5.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1613,1999,1999,0.0,1344.0,1344,1344,2,7,1,2001.0,2.0,686.0,163000.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1614,1973,1973,0.0,945.0,945,945,1,5,1,1973.0,1.0,253.0,163000.0,4.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1615,1970,1970,0.0,546.0,546,1092,1,5,0,1979.0,0.0,0.0,163000.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1616,1970,1970,0.0,546.0,546,1092,1,5,0,1979.0,0.0,0.0,163000.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1617,1972,1972,0.0,546.0,546,1092,1,5,0,1972.0,1.0,286.0,163000.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1618,1971,2004,0.0,864.0,874,874,1,5,0,1971.0,1.0,352.0,163000.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1619,1984,1984,0.0,833.0,833,833,1,5,0,1984.0,2.0,495.0,163000.0,4.0,2.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1620,1985,1986,0.0,1216.0,1216,2432,4,10,0,1985.0,2.0,616.0,163000.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1621,1991,1991,0.0,624.0,624,1274,1,6,0,1993.0,2.0,576.0,163000.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1622,1969,1969,0.0,864.0,864,1479,2,8,0,1969.0,1.0,275.0,163000.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1623,1994,1995,0.0,1679.0,1803,1803,2,6,2,1994.0,2.0,482.0,163000.0,7.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1624,1993,1994,0.0,1152.0,1152,1797,2,7,1,1993.0,2.0,616.0,163000.0,5.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1625,1956,1956,0.0,882.0,882,882,1,5,0,1956.0,1.0,502.0,163000.0,5.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1626,1974,1974,440.0,1434.0,1434,1434,2,7,1,1974.0,2.0,528.0,163000.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1627,1997,1997,0.0,945.0,945,1608,2,7,1,1997.0,2.0,470.0,163000.0,5.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1628,2003,2003,188.0,1008.0,1008,2283,2,9,1,2003.0,3.0,632.0,163000.0,7.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1629,1996,1997,32.0,384.0,958,1628,2,7,1,1996.0,2.0,390.0,163000.0,6.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1630,2004,2005,0.0,2208.0,2522,2522,2,8,1,2004.0,2.0,564.0,163000.0,7.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1631,1998,1998,0.0,1418.0,1478,1478,2,5,0,1998.0,2.0,495.0,163000.0,7.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1632,1995,1996,0.0,1587.0,1734,1734,2,6,0,1995.0,2.0,528.0,163000.0,7.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1633,1998,1998,0.0,384.0,751,1382,2,7,1,1998.0,2.0,396.0,163000.0,6.0,3.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1634,1998,1999,0.0,952.0,952,1636,2,7,1,1998.0,2.0,440.0,163000.0,5.0,3.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1635,1994,1995,0.0,707.0,707,1516,2,7,1,1994.0,2.0,409.0,163000.0,5.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1636,1993,1993,45.0,1181.0,1190,1190,2,6,1,1993.0,2.0,430.0,163000.0,5.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1637,1977,1977,157.0,1122.0,946,1934,2,6,1,1977.0,2.0,567.0,163000.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1638,1978,1978,256.0,832.0,1154,2050,2,8,1,1978.0,2.0,529.0,163000.0,6.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1639,1978,1986,101.0,1427.0,1671,1671,2,7,1,1978.0,2.0,484.0,163000.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1640,1980,1991,229.0,1043.0,1539,2673,2,9,1,1980.0,2.0,441.0,163000.0,6.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1641,1978,1998,144.0,1140.0,1707,1707,2,7,1,1978.0,2.0,479.0,163000.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1642,2003,2003,0.0,926.0,1016,1884,2,7,1,2003.0,2.0,581.0,163000.0,6.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1643,2000,2001,0.0,1058.0,1058,1874,2,7,1,2000.0,2.0,588.0,163000.0,7.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1644,2002,2002,0.0,972.0,972,1811,2,7,1,2002.0,2.0,565.0,163000.0,7.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1645,1975,1975,161.0,1621.0,1621,1621,2,7,2,1975.0,2.0,478.0,163000.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1646,1974,1974,196.0,1116.0,1116,1116,2,6,1,1974.0,2.0,528.0,163000.0,5.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1647,1975,1975,0.0,1176.0,1193,1193,2,5,1,1975.0,2.0,506.0,163000.0,6.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1648,1970,1970,0.0,1180.0,1180,1180,1,6,0,1970.0,2.0,477.0,163000.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1649,1971,1971,178.0,1043.0,1050,1050,1,6,0,1971.0,1.0,336.0,163000.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1650,1970,1970,0.0,864.0,864,864,1,5,0,2001.0,2.0,576.0,163000.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1651,1971,2006,0.0,864.0,864,864,1,5,0,1986.0,2.0,576.0,163000.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1652,1973,1973,504.0,483.0,483,987,1,5,0,1973.0,1.0,264.0,163000.0,5.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1653,1972,1972,425.0,483.0,483,987,1,5,0,1972.0,1.0,288.0,163000.0,5.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1654,1976,1976,0.0,804.0,804,1548,2,7,1,1976.0,2.0,440.0,163000.0,5.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1655,1975,1975,0.0,1057.0,1055,1055,2,4,1,1975.0,2.0,440.0,163000.0,6.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1656,1977,1977,0.0,855.0,855,1456,2,6,1,1977.0,2.0,440.0,163000.0,5.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1657,1978,1978,0.0,804.0,804,1548,2,7,1,1978.0,2.0,440.0,163000.0,5.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1658,1978,1978,0.0,855.0,855,1456,2,6,1,1978.0,2.0,440.0,163000.0,5.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1659,1976,1976,0.0,836.0,836,836,1,5,0,1976.0,1.0,345.0,163000.0,6.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1660,1966,2004,165.0,864.0,1120,1120,1,5,1,1966.0,2.0,656.0,163000.0,4.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1661,2007,2007,726.0,1776.0,1794,2772,3,10,3,2007.0,3.0,754.0,163000.0,8.0,4.0,5.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1662,2009,2009,0.0,1365.0,1365,2690,2,8,1,2009.0,3.0,864.0,163000.0,8.0,3.0,5.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
